type,amount,oldbalanceOrg,newbalanceOrig,target
OTHER,3303.63,4460.9,3080.55,0
OTHER,2975.17,6253.36,6548.59,0
TRANSFER,751.92,8787.6,522.44,0
CASH_OUT,2900.62,3101.36,1779.16,0
CASH_OUT,2728.93,457.93,1996.87,0
CASH_IN,3437.51,5209.05,2106.18,0
CASH_IN,2823.45,2631.51,6113.98,0
PAYMENT,3749.82,1259.74,8146.65,0
OTHER,4921.55,2924.66,379.55,0
PAYMENT,2463.08,4888.45,3040.83,0
CASH_OUT,451.97,4205.82,2039.04,0
CASH_OUT,3170.64,2581.46,140.8,0
TRANSFER,3915.79,8491.98,8790.5,0
CASH_OUT,788.66,684.14,9894.02,0
OTHER,1976.29,2556.08,5320.29,0
TRANSFER,532.96,6142.52,4251.88,0
PAYMENT,2343.6,1705.6,4813.8,0
CASH_OUT,2551.53,6064.53,8667.78,0
CASH_IN,4769.62,8949.62,6070.94,0
PAYMENT,147.89,6895.68,567.34,0
OTHER,2353.64,1303.83,7645.67,0
OTHER,4907.27,8037.69,6480.91,0
CASH_OUT,307.71,7595.81,9676.96,0
OTHER,2523.75,4413.05,7372.35,0
CASH_OUT,2101.48,5716.36,8666.1,0
OTHER,359.16,9284.84,5075.77,0
TRANSFER,2497.76,3549.39,4826.88,0
CASH_IN,4760.54,1212.52,6322.19,0
TRANSFER,4727.64,7773.38,7798.53,0
CASH_IN,3071.45,9384.09,9432.06,0
CASH_IN,2093.17,3284.93,3533.23,0
TRANSFER,629.18,6087.03,9692.57,0
TRANSFER,4241.51,5028.85,9164.08,0
PAYMENT,3493.09,8625.97,5085.22,0
CASH_IN,4998.88,41.96,9028.73,0
CASH_IN,3957.97,4378.49,8076.75,0
TRANSFER,1314.3,7735.78,984.22,0
TRANSFER,2153.15,2591.82,944.92,0
CASH_IN,325.64,3395.0,8122.14,0
PAYMENT,4871.31,9891.07,3157.46,0
CASH_OUT,1919.5,2582.58,4012.49,0
OTHER,4033.94,9231.86,2474.94,0
OTHER,4980.34,7026.64,1276.21,0
PAYMENT,510.01,3794.45,2825.47,0
OTHER,3769.93,735.15,2101.88,0
PAYMENT,4689.89,9089.35,4360.81,0
CASH_IN,4478.52,8707.75,6208.64,0
CASH_IN,393.43,3429.11,6038.3,0
TRANSFER,1643.85,7924.37,17.97,0
CASH_OUT,3984.42,5102.51,3273.67,0
OTHER,1931.11,6602.05,5046.95,0
PAYMENT,3765.46,9328.66,41.04,0
CASH_OUT,4304.96,3285.25,2022.75,0
OTHER,1099.91,4743.47,3222.61,0
CASH_OUT,3564.19,1279.52,5775.2,0
PAYMENT,2214.19,2791.44,7215.85,0
CASH_IN,1263.35,8003.5,664.09,0
PAYMENT,1225.11,4683.1,8108.38,0
CASH_IN,1408.41,1353.44,819.96,0
PAYMENT,3857.92,1838.01,7836.33,0
CASH_OUT,4197.41,4918.45,3524.6,0
PAYMENT,3980.8,1517.58,6367.04,0
CASH_IN,3484.24,6257.6,2107.34,0
CASH_IN,2580.97,4907.97,6938.63,0
OTHER,1515.0,4347.54,1521.79,0
TRANSFER,2993.9,6658.31,7819.19,0
CASH_OUT,3833.38,3413.67,5748.48,0
TRANSFER,3442.08,6250.63,5029.25,1
CASH_IN,4320.9,8336.18,9842.9,0
CASH_OUT,1434.96,461.0,3981.66,0
TRANSFER,2409.65,987.95,5731.32,0
CASH_IN,2356.14,3532.15,2947.28,0
PAYMENT,979.54,2309.16,9376.2,0
OTHER,796.82,5368.15,6929.17,1
CASH_OUT,1464.66,5294.46,1594.8,0
PAYMENT,3625.61,3954.84,5622.89,0
OTHER,406.19,4691.74,4606.72,0
TRANSFER,2608.65,1760.63,365.88,0
PAYMENT,4888.27,1120.32,9227.69,0
TRANSFER,1635.15,8490.56,424.89,0
PAYMENT,4694.47,3385.43,2463.41,0
CASH_IN,2927.59,6246.28,1260.24,0
CASH_IN,4835.49,5622.11,4758.23,0
OTHER,3073.63,7994.06,5675.3,0
CASH_IN,1697.54,8234.11,9754.37,0
CASH_IN,3978.85,1560.45,5479.16,0
CASH_IN,4814.49,5117.2,3053.0,0
CASH_OUT,4025.48,7152.5,3028.36,0
TRANSFER,869.78,8027.19,4631.51,0
CASH_OUT,2280.11,5506.25,4284.94,0
TRANSFER,3452.43,1565.77,7157.25,0
OTHER,3481.02,1087.85,8529.41,0
PAYMENT,453.33,9031.93,3111.93,0
TRANSFER,463.13,8011.31,5589.39,0
PAYMENT,1312.88,8766.36,3945.4,0
TRANSFER,1043.61,8547.56,1792.57,0
OTHER,1758.59,2583.98,5563.38,0
PAYMENT,1263.07,559.05,28.65,1
CASH_OUT,2802.67,4866.28,1950.67,0
CASH_OUT,4380.85,6239.33,4691.66,0
TRANSFER,274.99,5136.53,1893.16,0
CASH_OUT,450.19,5525.72,2850.61,0
PAYMENT,1817.63,1687.08,5894.75,0
CASH_IN,569.95,8651.07,9625.46,0
TRANSFER,3127.39,9815.37,6256.74,0
CASH_IN,1237.57,2518.46,2099.74,0
OTHER,3987.99,9961.8,8617.75,0
PAYMENT,861.46,921.73,3143.41,0
TRANSFER,4185.12,2185.14,1531.72,0
OTHER,3124.69,7772.93,4061.91,0
CASH_OUT,1541.51,2696.34,7793.43,0
PAYMENT,781.49,1525.76,7266.0,0
CASH_OUT,122.45,6273.89,1247.63,0
TRANSFER,4936.43,2100.04,742.04,0
CASH_IN,2286.02,6384.55,5170.14,0
OTHER,622.91,8480.61,4661.98,0
CASH_OUT,2897.09,8857.0,534.89,0
CASH_OUT,4064.69,3857.6,7879.32,0
OTHER,4050.08,1107.57,9091.44,0
OTHER,2860.48,8927.53,3891.99,0
OTHER,2409.37,3548.04,2869.86,0
CASH_OUT,4690.84,4756.89,4748.97,0
CASH_OUT,4299.91,857.98,7464.41,0
CASH_OUT,4383.02,1888.46,6415.77,0
TRANSFER,3133.33,502.83,6702.58,0
PAYMENT,1082.52,2990.71,7390.6,0
CASH_OUT,813.39,8599.35,5327.78,0
CASH_IN,428.2,3421.33,9412.88,0
TRANSFER,1034.18,5636.52,7992.01,0
CASH_IN,4151.21,6165.72,9078.57,0
PAYMENT,4766.94,8835.06,1606.65,0
OTHER,900.45,7856.62,1544.97,0
OTHER,3015.34,0.34,5650.86,0
OTHER,767.51,654.76,7309.68,0
CASH_OUT,2202.66,5659.32,1860.4,0
CASH_IN,1097.62,4047.25,9066.14,0
PAYMENT,1502.55,2544.82,6266.04,0
TRANSFER,3867.76,4306.69,2707.2,0
PAYMENT,2615.19,8178.97,6397.6,0
CASH_IN,4015.01,9270.35,2154.7,0
CASH_IN,2961.94,781.88,1213.7,0
PAYMENT,1301.46,2848.04,5360.26,0
OTHER,362.61,2855.08,8881.57,0
PAYMENT,637.92,6845.29,6508.75,0
CASH_OUT,367.8,1732.3,3873.88,0
CASH_OUT,2646.41,9424.44,1474.12,0
TRANSFER,1586.6,264.63,6892.25,0
OTHER,4236.22,7874.29,7105.4,0
TRANSFER,1786.0,1090.8,2224.29,0
TRANSFER,2610.97,6741.7,2647.96,0
PAYMENT,4108.69,3413.86,7485.33,1
PAYMENT,3315.43,1252.2,7027.76,0
CASH_IN,3107.73,3326.89,298.22,0
OTHER,3543.13,8770.32,2070.6,0
CASH_IN,696.86,5936.69,3596.3,0
OTHER,1207.09,5193.09,8752.14,0
CASH_IN,2955.41,5984.83,1132.44,1
TRANSFER,355.16,8239.32,3649.59,0
TRANSFER,730.67,5563.9,2172.26,0
CASH_OUT,3664.47,2778.37,5686.0,1
PAYMENT,2488.95,5297.68,4666.77,0
OTHER,3680.39,1446.7,4842.56,0
CASH_IN,4260.56,3168.2,9604.83,0
TRANSFER,439.25,5406.43,8339.73,0
OTHER,3883.56,9299.86,7393.13,0
OTHER,4241.89,1033.93,2731.78,0
CASH_IN,2872.52,5033.34,853.76,0
PAYMENT,1103.06,3018.24,2584.13,0
OTHER,2350.29,3295.03,758.22,0
CASH_OUT,1436.4,6839.32,6479.05,0
CASH_IN,4973.51,1573.26,5810.11,0
CASH_IN,2860.33,9989.02,5203.1,0
TRANSFER,306.32,9559.23,1203.48,0
PAYMENT,1213.48,3650.95,2461.48,0
OTHER,3721.37,2932.0,9197.65,0
TRANSFER,4366.55,1161.93,6881.8,0
CASH_IN,3732.07,1869.46,6736.27,0
TRANSFER,2662.82,833.86,4661.39,0
TRANSFER,1483.15,3345.36,4727.17,0
PAYMENT,2810.86,9928.61,1592.82,0
PAYMENT,393.53,4053.02,4542.5,0
CASH_OUT,4285.76,4505.27,3010.96,0
TRANSFER,1017.79,2634.07,1280.87,0
TRANSFER,3799.94,3444.29,9019.04,0
PAYMENT,32.43,2549.78,2554.43,0
CASH_OUT,431.12,5017.74,7833.5,0
TRANSFER,868.41,1390.5,3846.93,0
CASH_IN,3238.78,3447.98,4234.6,1
OTHER,3288.36,3654.17,3670.65,0
CASH_OUT,3733.5,8559.15,369.98,0
TRANSFER,678.19,8764.0,6965.31,0
OTHER,185.95,5297.49,177.54,0
CASH_OUT,4437.06,811.08,1897.07,0
PAYMENT,3317.48,157.81,843.56,0
OTHER,2241.37,2665.18,900.12,0
PAYMENT,3272.63,967.45,7841.21,0
CASH_OUT,3675.49,2605.68,6186.64,0
TRANSFER,708.22,5472.17,1981.6,0
TRANSFER,4522.05,2256.88,4685.37,0
CASH_IN,2136.74,1642.76,4697.22,0
OTHER,1925.07,735.46,2580.47,0
OTHER,2254.41,5614.41,6912.63,0
CASH_OUT,4122.95,2910.2,6151.32,0
CASH_IN,4362.19,8326.65,1975.02,1
PAYMENT,883.66,4966.56,1966.19,0
CASH_OUT,955.6,5606.09,8630.38,0
TRANSFER,653.43,4077.87,3561.62,1
CASH_IN,1307.8,3176.53,1413.33,0
OTHER,2061.31,4762.59,506.81,0
TRANSFER,2582.53,6714.3,1781.45,0
CASH_IN,4565.5,6901.3,4470.52,0
OTHER,1228.52,2641.76,6646.67,0
CASH_IN,600.05,9692.33,4833.19,0
CASH_IN,1154.06,4567.82,6022.92,0
CASH_IN,3858.16,8562.24,6839.31,0
CASH_OUT,896.16,5708.64,7836.66,0
CASH_OUT,4488.23,6242.71,9608.47,0
CASH_OUT,2683.75,5116.45,7975.57,0
PAYMENT,1334.5,2250.89,30.37,0
PAYMENT,4939.43,7729.52,9583.95,0
OTHER,2593.35,4011.8,7712.11,0
CASH_IN,3054.02,9904.28,5559.86,0
OTHER,3502.09,479.99,8051.0,0
CASH_IN,3494.99,3814.55,6709.84,0
TRANSFER,4794.06,9674.53,2492.77,0
CASH_OUT,2419.04,7157.76,2700.3,0
CASH_OUT,1801.07,4195.52,6896.21,0
OTHER,4327.48,8829.64,7306.69,0
TRANSFER,3233.84,5499.75,6312.67,0
TRANSFER,4616.45,755.73,3955.25,0
CASH_IN,3170.95,2389.67,5612.15,0
PAYMENT,714.05,3984.67,2944.11,0
TRANSFER,596.68,97.95,4861.54,0
OTHER,2276.31,7570.51,6093.39,0
TRANSFER,1945.09,9385.64,6801.78,1
CASH_IN,99.5,3921.07,2754.0,0
OTHER,2108.6,45.14,3871.47,0
TRANSFER,2718.3,3836.51,2025.29,1
OTHER,3268.6,6157.2,4398.06,0
PAYMENT,2618.52,8462.49,9021.04,0
CASH_IN,451.01,645.83,4435.66,1
OTHER,2772.06,4258.83,6075.85,0
CASH_OUT,3416.82,1793.4,7789.17,0
TRANSFER,3767.13,9145.27,7191.9,0
TRANSFER,4321.17,9699.3,9088.84,0
OTHER,2007.22,5136.81,1383.93,0
OTHER,410.78,8772.78,8809.88,0
TRANSFER,999.43,5200.54,4469.47,0
CASH_OUT,1756.06,4176.47,9828.09,0
TRANSFER,1230.04,796.14,7324.76,0
CASH_OUT,843.47,8773.88,951.34,0
CASH_OUT,1386.75,5566.92,2764.27,0
TRANSFER,3561.25,1437.92,9275.59,0
CASH_IN,1507.75,5613.79,1946.07,0
OTHER,4669.54,9008.52,3360.76,1
TRANSFER,2194.27,5120.66,9131.62,0
TRANSFER,1561.4,3546.57,6551.97,0
CASH_OUT,2186.72,3085.57,357.33,0
CASH_IN,3675.68,7046.76,1614.15,0
PAYMENT,2299.69,4112.33,6070.02,0
PAYMENT,3292.97,9595.71,9487.36,0
CASH_IN,2335.53,9550.74,3686.24,0
PAYMENT,1530.02,6353.04,5187.4,0
CASH_OUT,194.36,7034.47,6262.1,0
TRANSFER,430.86,7270.99,9221.51,0
TRANSFER,1818.64,4396.29,649.54,0
CASH_OUT,2522.2,8715.04,5823.46,0
OTHER,440.79,2972.2,2680.07,0
PAYMENT,1894.66,3688.78,2858.8,0
CASH_IN,2503.75,2894.02,6695.78,1
PAYMENT,1498.83,1945.38,5001.97,0
CASH_IN,820.53,1928.91,477.09,0
OTHER,2460.37,8402.07,2618.06,0
TRANSFER,1688.82,3754.79,178.0,0
PAYMENT,2088.78,6484.64,621.49,0
CASH_IN,1120.94,9303.08,1631.27,1
CASH_OUT,1866.59,8289.05,4021.09,0
CASH_OUT,134.3,563.27,945.76,0
OTHER,551.03,214.03,7180.15,0
CASH_OUT,1951.92,5868.73,3207.09,0
OTHER,24.69,7821.29,4732.41,0
PAYMENT,3456.86,2119.2,9203.54,1
OTHER,2360.1,2795.08,691.62,0
CASH_IN,2598.83,9787.43,134.01,0
TRANSFER,1806.97,2863.6,1645.27,0
CASH_IN,2412.03,89.46,8579.55,0
OTHER,248.65,7899.98,1474.53,0
TRANSFER,1880.46,3266.48,9559.18,0
CASH_OUT,261.67,2332.18,2984.29,0
OTHER,4781.84,1633.9,1169.57,0
PAYMENT,4421.34,2091.24,9682.0,0
CASH_IN,559.96,3554.89,3136.25,1
PAYMENT,2308.42,3851.33,5321.43,0
CASH_IN,560.16,4752.46,3208.43,1
OTHER,402.92,3734.39,2889.5,0
CASH_IN,3703.28,8896.15,7858.79,0
CASH_IN,3017.99,7182.16,8378.19,1
OTHER,3430.94,8455.73,2327.43,0
CASH_IN,1127.03,1392.15,7362.9,0
OTHER,1224.8,5812.78,339.45,0
PAYMENT,3461.9,294.81,5192.76,0
CASH_IN,3169.71,7252.96,6952.62,0
CASH_OUT,4727.74,9283.34,1095.85,0
CASH_OUT,4563.4,7769.25,6988.05,0
CASH_OUT,3506.92,9673.95,3759.78,0
TRANSFER,3273.05,7603.85,9894.86,0
PAYMENT,3898.1,5662.18,7823.07,1
CASH_OUT,1454.41,1288.79,4117.5,0
CASH_OUT,3586.09,6691.13,1705.26,0
TRANSFER,685.15,3844.13,3321.66,0
CASH_IN,392.26,6317.83,1913.76,0
PAYMENT,2156.11,6735.36,8475.73,0
CASH_OUT,4283.3,1011.76,1268.48,1
TRANSFER,4684.26,3823.35,7202.38,0
TRANSFER,179.74,3770.21,2841.14,0
PAYMENT,671.34,1514.42,1807.05,0
CASH_IN,1112.32,3015.53,1204.32,0
CASH_OUT,1338.98,7113.55,201.42,0
PAYMENT,415.66,7416.27,2964.54,0
CASH_IN,3678.51,709.97,2549.94,0
PAYMENT,2436.55,5401.21,7278.84,0
OTHER,3458.31,8313.3,2099.38,0
PAYMENT,3689.58,2484.03,6913.79,0
CASH_IN,2234.95,4116.39,9097.93,0
TRANSFER,3380.07,8350.7,3122.67,0
TRANSFER,287.46,7624.11,6572.55,0
TRANSFER,2375.75,1330.65,5434.8,0
PAYMENT,3886.89,524.25,79.67,0
PAYMENT,2266.61,8263.73,3153.88,1
CASH_IN,1305.34,9076.0,9422.1,0
PAYMENT,2702.76,3511.05,67.83,0
OTHER,776.69,5264.99,5257.87,0
TRANSFER,4223.23,1116.56,9674.29,0
PAYMENT,2075.45,7934.8,4184.43,0
CASH_IN,2413.63,488.06,1148.34,0
OTHER,1590.72,7644.05,576.87,0
CASH_OUT,2553.74,5491.22,6476.38,0
OTHER,532.73,1482.26,8602.49,0
TRANSFER,3714.2,815.23,1796.54,0
CASH_IN,4120.46,3990.96,2822.49,0
CASH_OUT,4679.6,4281.83,3163.14,0
PAYMENT,2711.09,1589.73,4622.06,0
CASH_IN,3669.84,9284.25,7571.29,0
CASH_OUT,642.14,565.48,4105.11,0
TRANSFER,3375.43,6062.96,4835.55,0
PAYMENT,995.21,867.06,9039.39,0
CASH_OUT,1206.41,1852.59,2033.11,0
TRANSFER,2195.09,900.86,1624.95,0
OTHER,2780.2,3203.46,4587.39,1
TRANSFER,2689.44,2159.48,9235.56,0
OTHER,3639.51,6919.43,7513.17,0
TRANSFER,2935.5,3928.03,296.71,0
CASH_IN,192.36,2019.64,9614.28,0
PAYMENT,4229.41,2517.27,732.25,0
CASH_OUT,3889.0,6514.31,5902.06,1
CASH_IN,824.9,7133.66,6362.54,1
OTHER,3489.2,7299.36,7114.58,0
CASH_OUT,1249.98,3891.86,6262.81,0
TRANSFER,4425.53,344.15,52.92,0
CASH_IN,2878.02,1945.04,8873.94,0
CASH_OUT,2806.2,8822.1,7821.98,0
TRANSFER,1122.31,3750.79,5382.36,0
PAYMENT,1308.25,6618.89,5389.68,0
TRANSFER,2759.21,4968.95,4343.81,0
PAYMENT,496.75,1516.07,4836.15,0
CASH_OUT,207.18,6542.41,6171.38,0
CASH_IN,2898.85,3568.32,4931.41,0
PAYMENT,2536.73,8731.2,9847.97,0
CASH_IN,2738.65,9040.89,7204.45,0
PAYMENT,3312.62,7440.75,1298.24,0
CASH_IN,758.22,2484.69,8308.93,0
CASH_IN,2003.18,9307.41,3081.92,1
CASH_IN,3965.7,1003.11,6653.84,0
CASH_IN,1005.51,4343.75,2334.68,0
CASH_IN,2773.23,7613.56,4780.68,0
PAYMENT,1838.57,2026.58,1568.22,0
OTHER,3726.66,9303.82,3887.21,0
PAYMENT,33.15,4149.98,7999.79,0
CASH_OUT,1791.72,1401.21,8913.73,0
CASH_OUT,1040.33,7190.52,7199.57,0
OTHER,4740.15,6407.97,1372.27,0
PAYMENT,373.98,908.35,877.78,0
OTHER,4136.11,5110.81,3298.93,0
TRANSFER,4016.14,8910.95,12.72,1
PAYMENT,1682.8,4565.69,9987.72,0
PAYMENT,3532.76,7482.01,8915.33,1
CASH_OUT,112.21,3991.87,9750.67,0
CASH_IN,4947.68,8457.88,8593.37,0
CASH_IN,3575.72,1656.23,9666.34,0
PAYMENT,140.84,9219.86,8927.02,0
OTHER,675.88,3941.86,3194.1,0
CASH_OUT,4143.37,1376.81,9811.76,0
CASH_OUT,4964.15,6183.01,6832.53,0
CASH_IN,4640.83,8070.37,9558.81,0
CASH_OUT,2084.06,1330.75,4008.92,0
PAYMENT,694.0,6388.21,8954.23,0
CASH_IN,3709.31,2926.8,9942.8,0
TRANSFER,2713.28,3154.79,6833.47,0
OTHER,1291.43,1545.9,1298.6,0
OTHER,2425.61,4353.63,5719.79,0
CASH_OUT,2474.68,1931.43,3674.3,0
OTHER,3818.05,816.05,85.93,0
TRANSFER,1820.84,3333.54,6558.45,0
CASH_IN,4116.16,377.56,551.98,0
CASH_OUT,2821.88,5594.7,5771.41,0
PAYMENT,4348.36,800.31,683.77,0
OTHER,3236.23,9121.46,3831.02,0
TRANSFER,4905.47,1182.55,5249.91,1
TRANSFER,2337.28,3541.94,3537.95,0
CASH_OUT,4900.5,2637.08,4661.01,0
CASH_OUT,4992.28,6792.05,6445.11,0
TRANSFER,1433.53,465.96,7688.67,0
CASH_OUT,1701.72,197.3,385.23,0
OTHER,3685.55,650.17,5883.82,0
CASH_OUT,4944.09,4549.22,6408.62,0
PAYMENT,376.79,8877.13,9964.57,0
CASH_OUT,3253.59,4106.15,6077.27,0
TRANSFER,2809.39,8453.0,9528.99,0
CASH_OUT,1805.82,4038.52,9901.71,0
CASH_OUT,3153.48,9618.52,5484.45,0
CASH_OUT,2730.92,9704.06,5631.58,0
TRANSFER,3463.53,363.83,4314.36,0
CASH_OUT,1751.16,1808.84,8151.91,0
OTHER,3500.89,5919.61,9523.24,0
PAYMENT,565.84,2977.48,8442.39,0
CASH_OUT,2550.36,7445.57,5159.95,1
OTHER,2803.42,1717.31,5825.47,0
CASH_IN,4167.53,7730.81,970.11,0
OTHER,1441.69,9437.91,5972.78,0
CASH_IN,1550.48,3157.34,113.13,1
OTHER,4582.41,5242.63,3344.59,0
CASH_IN,1653.91,2446.99,8079.22,0
TRANSFER,2730.75,381.22,1552.46,0
TRANSFER,2773.46,6415.1,2570.87,0
OTHER,4291.76,8422.3,2274.75,1
OTHER,1719.31,8742.28,6727.31,0
CASH_IN,1370.77,1756.68,3592.1,0
TRANSFER,1095.91,3476.76,166.96,0
OTHER,3108.36,9276.35,1874.1,0
OTHER,3839.02,6474.08,1902.87,0
CASH_OUT,1476.56,7178.59,7899.23,0
TRANSFER,3964.79,4870.14,7230.12,0
CASH_OUT,327.38,2100.68,2887.73,0
OTHER,1183.04,9200.55,6636.36,0
OTHER,3437.79,5009.17,4721.61,0
OTHER,3259.18,1296.54,9098.04,0
CASH_IN,4915.03,3941.54,4122.51,0
CASH_OUT,4611.15,8418.45,1667.41,0
TRANSFER,4408.09,9112.17,1875.89,1
OTHER,49.99,3426.85,4783.37,0
CASH_OUT,3701.38,8798.64,9003.43,0
PAYMENT,3067.65,5649.58,7945.29,0
TRANSFER,89.59,5961.17,2141.76,0
OTHER,1948.29,6975.52,1476.3,0
CASH_IN,1767.96,2587.54,1848.04,1
TRANSFER,3455.07,6287.1,9379.34,0
TRANSFER,1108.69,5493.6,390.26,0
CASH_IN,1529.82,1710.14,6327.6,0
TRANSFER,2990.46,934.44,8041.22,0
TRANSFER,4405.66,6026.32,3816.76,0
CASH_OUT,4718.68,5039.07,8360.38,0
TRANSFER,3037.4,4129.92,5573.62,0
TRANSFER,845.17,6691.01,6688.76,0
PAYMENT,3184.02,2162.74,7659.78,0
CASH_OUT,3989.89,1504.61,6501.14,1
CASH_OUT,824.02,4310.35,4702.31,0
CASH_OUT,2029.41,4336.81,4148.94,0
CASH_OUT,3482.34,5527.59,9966.82,0
CASH_OUT,4853.3,4781.11,6174.01,0
OTHER,3078.77,4801.29,4880.97,0
CASH_IN,1984.22,879.09,3580.02,0
CASH_IN,2739.06,1634.03,1634.79,0
OTHER,1891.6,8123.23,6802.52,0
CASH_IN,2379.02,5352.95,8917.46,0
CASH_IN,4115.1,6234.98,3371.2,0
PAYMENT,4517.06,3400.5,495.16,0
CASH_OUT,383.0,1137.47,4310.94,0
CASH_OUT,4753.96,6939.25,4400.58,0
PAYMENT,2537.02,2728.09,1246.02,0
OTHER,1936.28,3959.37,6053.24,0
CASH_OUT,2315.98,7350.12,8715.42,0
OTHER,2233.47,1757.16,8796.54,1
CASH_OUT,2661.7,994.4,2150.78,0
OTHER,4021.44,2427.39,1386.19,0
OTHER,1818.13,9929.34,7860.51,0
CASH_OUT,902.0,7207.11,2576.11,0
CASH_OUT,4036.71,9714.24,9908.31,0
TRANSFER,4123.27,6136.86,9867.08,0
CASH_OUT,2807.17,4991.09,2939.28,0
OTHER,307.92,6955.28,7095.46,0
OTHER,3863.29,9011.58,9419.02,1
TRANSFER,4096.64,7881.21,6942.87,0
CASH_IN,756.64,4524.1,6305.71,0
PAYMENT,849.51,5705.32,5131.19,0
CASH_IN,4766.53,3811.48,308.55,0
OTHER,656.41,9420.24,5440.15,0
PAYMENT,2407.94,6355.52,9693.22,0
CASH_IN,4329.05,3519.13,5869.06,0
CASH_OUT,3138.52,7905.02,2331.99,1
CASH_OUT,2308.14,9145.01,6269.35,0
CASH_OUT,607.82,3663.73,9792.96,0
TRANSFER,3220.87,5241.16,6315.16,0
OTHER,2525.58,5136.43,7788.38,0
OTHER,2890.98,151.21,8156.02,1
CASH_OUT,2342.99,9833.89,4206.37,0
CASH_OUT,3949.51,3790.21,2418.16,0
OTHER,1976.75,3678.14,7076.15,1
PAYMENT,2691.99,5624.4,3406.74,0
OTHER,981.35,1857.08,2468.08,0
CASH_IN,2353.06,38.17,706.96,1
OTHER,2053.72,8411.2,9158.78,0
PAYMENT,1687.32,356.07,404.48,0
PAYMENT,830.17,7499.24,9011.44,1
OTHER,2548.78,188.47,6737.2,0
TRANSFER,2613.2,6768.55,3942.02,0
CASH_IN,3233.0,3273.02,8845.45,0
PAYMENT,1866.64,7177.77,7926.98,0
OTHER,3965.75,5233.6,2647.41,1
OTHER,4468.69,2784.35,7497.03,0
PAYMENT,723.09,4198.47,2918.38,1
TRANSFER,3561.94,9396.37,9498.12,0
OTHER,3837.56,2029.17,7064.23,0
OTHER,4075.79,946.18,5801.73,0
CASH_OUT,740.39,7399.52,6293.12,0
CASH_OUT,1784.56,6814.67,2393.03,0
CASH_OUT,2915.7,9944.03,4789.55,0
OTHER,3222.35,3138.51,6596.52,0
PAYMENT,3860.04,7835.63,9314.83,0
CASH_OUT,1916.51,290.69,9996.17,0
CASH_OUT,744.0,8266.02,8601.48,0
CASH_OUT,4092.8,4198.13,9157.45,1
TRANSFER,693.14,7205.96,3472.49,0
CASH_IN,3829.39,8002.73,5029.58,0
CASH_OUT,4082.87,4157.74,826.14,0
TRANSFER,1426.15,4362.02,7384.65,0
PAYMENT,1467.87,2117.14,1243.97,0
CASH_IN,793.58,9422.09,9475.4,0
CASH_IN,3451.63,2849.05,2326.84,0
CASH_IN,1021.19,3958.98,4369.76,0
PAYMENT,4783.69,2374.26,7927.44,0
TRANSFER,351.23,6774.93,5776.41,0
PAYMENT,4881.17,1338.5,9548.18,0
OTHER,3964.09,5346.88,5217.03,1
OTHER,1674.27,2788.66,7411.57,1
OTHER,610.14,2375.0,4171.27,0
PAYMENT,1404.17,2855.11,34.69,0
OTHER,2304.34,1580.67,6755.37,0
PAYMENT,3903.73,8017.0,2055.78,0
CASH_OUT,2714.4,5478.23,7153.25,1
CASH_OUT,577.45,8153.65,6339.89,0
PAYMENT,1936.29,1273.12,5283.39,0
OTHER,1672.18,5338.18,6224.38,0
CASH_IN,1501.9,8933.0,5207.1,0
CASH_IN,4901.14,6890.57,8228.55,0
PAYMENT,2490.08,8379.74,1836.38,0
TRANSFER,4981.65,9223.52,2564.74,0
CASH_IN,1451.07,6216.19,1625.22,0
TRANSFER,1429.35,5272.69,8853.59,0
OTHER,4171.95,8614.79,4996.44,0
PAYMENT,3728.17,1839.32,1808.83,0
OTHER,3612.17,3745.78,5519.88,0
OTHER,4351.42,9076.98,9839.16,0
CASH_IN,4736.09,2030.2,6085.13,0
OTHER,40.67,1931.56,5876.44,0
PAYMENT,2176.21,2643.24,3856.0,0
CASH_IN,407.84,52.3,7033.83,0
CASH_IN,404.36,7267.32,2861.52,0
CASH_IN,1013.21,7035.66,5501.32,0
TRANSFER,1762.33,7522.06,6699.16,0
CASH_OUT,449.82,7102.49,4729.73,0
CASH_OUT,1693.24,16.77,1395.14,0
OTHER,705.42,7124.08,639.56,0
PAYMENT,3306.73,9340.42,4652.9,1
TRANSFER,4472.28,8029.19,3122.32,0
TRANSFER,2882.85,5567.69,170.08,0
PAYMENT,1378.73,6872.45,3920.74,0
CASH_OUT,2214.35,3762.46,7480.63,0
CASH_IN,968.37,501.26,1811.57,0
CASH_OUT,2639.21,3462.68,869.59,0
OTHER,1765.11,6793.1,8996.92,0
TRANSFER,1152.91,8964.48,3417.96,0
CASH_OUT,4147.17,3394.48,1842.41,0
CASH_OUT,2497.09,5660.72,8796.7,0
TRANSFER,989.2,100.73,2730.16,0
TRANSFER,1970.68,4529.89,2597.79,0
CASH_IN,589.34,8810.44,2806.34,0
CASH_IN,1848.77,7802.85,7242.65,0
CASH_OUT,2603.99,8437.65,1993.19,0
CASH_OUT,2434.56,3620.84,850.51,0
CASH_OUT,2054.59,1117.47,7775.48,0
CASH_OUT,585.87,6242.74,5432.14,0
CASH_IN,2030.95,981.97,7094.02,1
CASH_IN,1698.11,1185.24,2194.15,0
CASH_OUT,2905.43,7197.07,1341.46,0
CASH_OUT,3737.39,6227.66,1933.68,0
PAYMENT,2802.38,3259.73,9645.96,1
OTHER,3844.41,720.51,1146.47,0
